uri,label,all_labels,parents
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OversightParticipant,oversight participant,oversight participant,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Actor; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Participant
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OversightResourceImpact,oversight resource impact,oversight resource impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnOversightActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OverutilizationOfMedicalService,overutilization of medical service,overutilization of medical service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ParcelCourierEmailScam,parcel courier email scam,parcel courier email scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Participant,participant,participant,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole,party in role,party in role,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AgentInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassThroughBilling,pass though billing,pass though billing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassThroughBillingFraud,pass-through billing fraud,pass-through billing fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProcurementFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassThroughEntity,pass-through entity,pass-through entity,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassiveWiretapping,passive wiretapping,passive wiretapping,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassportFraud,passport fraud,passport fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityDocumentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassportNumber,passport number,passport number,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Patriomonialism,patrimonialism,patrimonialism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConflictOfInterest
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Patronage,patronage,patronage,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConflictOfInterest
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PaymentCardNumber,payment card number,payment card number,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PaymentFraud,payment fraud,payment fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PayrollFraud,payroll fraud,payroll fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssetMisappropriation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PayrollMischarging,payroll mischarging,payroll mischarging,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonInCustodyOfTheState,person in custody of the state,person in custody of the state; Persons in custody of the state,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonalPropertyDisasterAssistance,personal property disaster assistance,personal property disaster assistance,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PhantomBidding,phantom bidding,phantom bidding,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PhantomBilling,phantom billing,phantom billing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PhantomRevenuePosting,phantom revenue posting,phantom revenue posting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CookingTheBooks
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PhoneNumber,phone number,phone number,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PhoneNumberPortOutScam,phone number port-out,phone number port-out,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TelecommunicationsExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Pilferage,pilferage,pilferage,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MonetaryTheft
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Plagiarism,plagiarism,plagiarism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PoliticallyExposedPerson,politically exposed person,politically exposed person,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PostOffice,post office,post office,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PostalWorker,postal worker,postal worker,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federalCivilianEmployee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PovertyLevelGuideline,poverty level guideline,poverty level guideline,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalGuideline
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PredatoryShortSaleScam,predatory short sale scam,predatory short sale scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrimeBankNoteScam,prime bank note scam,prime bank note scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrincipalGrantAdministrator,principal grant administrator,principal grant administrator,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProcurementFraudReportingRequirement,procurement fraud reporting requirement,procurement fraud reporting requirement,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Regulation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramEmployeeMoraleImpact,program employee morale impact,program employee morale impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramEmployeePerformanceImpact,program employee performance impact,program employee performance impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramLossOfTrustImpact,program loss of trust impact,program loss of trust impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramResourceImpact,program resource impact,program resource impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AgencyResourceImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramStakeholderImpact,program stakeholder impact,program stakeholder impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProjectGrant,Project grant,Project grant; project grant,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DomesticAssistanceGrant
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PromissoryNoteScam,promissory note scam,promissory note scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PropertyFlippingFraud,property flipping fraud,property flipping fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AppraisalFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PropertyLienScam,property lien scam,property lien scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProvisionOfSpecializedService,Provision of specialized service,Provision of specialized service; provision of specialized service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicServiceAvailability,public service availability,public service availability,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicSectorOperations
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicServiceCommission,public service commission,public service commission,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PumpAndDumpScam,pump and dump scam,pump and dump scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PurchaseForPersonalUseOrResaleFraud,purchase for personal use or resale fraud,purchase for personal use or resale fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RealEstateFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PyramidScheme,pyramid scheme,pyramid scheme,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/QualifiedNonRecipient,qualified non-recipient,qualified non-recipient,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramUser
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/QualifyingLifeEvent,qualifying life event,qualifying life event,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LifeEvent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/QuiTam,qui tam,qui tam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalAdministrativeProcess
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Racketeering,racketeering,racketeering,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Corruption
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ReShippingScam,re-shipping scam,re-shipping scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RedemptionBondScam,redemption bond scam,redemption bond scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RedemptionScam,redemption scam,redemption scam,https://www.gao.gov/ontology/gfo/FictitiousSecuiritiesScam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RegionalTransitAuthority,regional transit authority,regional transit authority; Regional transit authority,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RegisteredAgent,registered agent,registered agent,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativelyCapableIndividual
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RentAVetScam,rent-a-vet scam,rent-a-vet scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RentalAssistanceHousingFraud,rental assistance housing fraud,rental assistance housing fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssistanceFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Renter,renter,renter,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RenttoOwnFraud,rent-to-own fraud,rent-to-own fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HousingFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RepeatedSchemeMode,repeated scheme mode,repeated scheme mode,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SchemeMode
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RetailEnvironmentFraud,retail environment fraud,retail environment fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialTransactionExploit; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InventoryTheft; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MonetaryTheft
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RevenueStream,revenue collection stream,revenue collection stream,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RiskAssessmentInternalControlStandard,risk assessment internal control standard,risk assessment internal control standard,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternalControl
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RollingLabScam,rolling lab scam,rolling lab scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RoyaltyFraud,royalty fraud,royalty fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PaymentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RoyaltyOrFee,royalty or fee,royalty or fee; Royalty or fee,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RevenueStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RuralPassThroughBillingScheme,rural pass through billing,rural pass through billing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PassThroughBilling
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SIMCloningFraud,SIM cloning fraud,SIM cloning fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TelecommunicationsExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SIMSwapping,SIM swapping,SIM swapping,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TelecommunicationsExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SaleExchangeDonationOfPropertyOrGoods,"Sale, exchange, or donation of property and goods","Sale, exchange, or donation of property and goods; sale, exchange, donation of property and goods",https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SanctionEvasion,sanction evasion fraud,sanction evasion fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ScamPoliticalActionCommittee,scam political action committee,scam political action committee,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SchemeMode,scheme mode,scheme mode,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SecondChanceScam,second chance scam,second chance scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Section8LandlordFraud,Section 8 landlord fraud,Section 8 landlord fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/RentalAssistanceHousingFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SectorPartner,sector partner,sector partner,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ServicerFraud,servicer fraud,servicer fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ShellCompany,shell company abuse,shell company abuse,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OpaqueOwnership
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SilentSecond,silent second,silent second,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Smurfing,smurfing,smurfing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialTransactionExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Solicit,solicit,solicit,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Bribery
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SourceSelectionInformation,source selection information,source selection information,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbuseOfNonPublicInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SovereignCitizenFraud,sovereign citizen fraud,sovereign citizen fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SpecificallyDesignatedNational,specifically designated national,specifically designated national,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForeignNational
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SpeedMoney,speed money,speed money,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/facilitationPayment
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Spouse,spouse,spouse,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Dependent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Spyware,spyware,spyware,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StateApprovingAgency,state approving agency,state approving agency,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StrangerOwnedLifeInsuranceScheme,stranger-owned life insurance scheme,stranger-owned life insurance scheme,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StrawBuyerScam,straw buyer scam,straw buyer scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StrawInsured,straw insured,straw insured,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousIndividual
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StrawStudentScam,straw student scam,straw student scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AccreditationFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/StructuredQueryLanguageInjection,Structured Query Language injection,Structured Query Language injection,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SubRecipient,subrecipient,subrecipient,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GrantAwardRecipient
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Survivor,survivor,survivor,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Dependent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SuspectPurchase,personal use purchase,personal use purchase,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SyntheticIdentityFraud,synthetic identity fraud,synthetic identity fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxFraudMechanism,tax fraud mechanism,tax fraud mechanism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxRelatedIdentityTheft,tax related identity theft,tax related identity theft,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityDocumentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TechSupportScam,tech support scam,tech support scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TerminalSkimming,terminal skimming,terminal skimming,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Territory,territory,territory,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Theft,theft,theft,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AffinityFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ThingInRole,thing in role,thing in role,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ThirdPartyReceiverOfFunds,third party receiver of funds abuse,third party receiver of funds abuse,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TimeInstant,time instant,time instant,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TimeInterval,time interval,time interval,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TimeOvercharging,time overcharging,time overcharging,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PayrollMischarging
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TradeBasedMoneyLaundering,trade based money laundering,trade based money laundering,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MoneyLaundering
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TreasuryInstrument,treasury instrument,treasury instrument,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Treaty,treaty,treaty,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Law
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TrollFarm,troll farm,troll farm,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnauthroizedPersonalUse,unauthorized personal use,unauthorized personal use,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CreditCardScam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Undergoer,undergoer,undergoer,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ThingInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UndervaluedAsset,undervalued asset,undervalued asset,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedCompanyValuation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnionMember,union member,union member,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnjustifiedSoleSource,unjustified sole source,unjustified sole source,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnknowingFacilitator,unknowing facilitator,unknowing facilitator,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Facilitator
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnnecessaryService,unnecessary service,unnecessary service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnregisteredOfferingFraud,unregistered offering fraud,unregistered offering fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvestmentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnreportedIncome,unreported income,unreported income,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxEvasion
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnsolicitedGrant,unsolicited grant,unsolicited grant,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GrantFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UnsubstantiatedIncome,unsubstantiated income,unsubstantiated income,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxEvasion
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Uplift,uplift pay,uplift pay,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HazardPay
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/UseOfPropertyFacilityEquipment,"use of property, facility, and equipment","use of property, facility, and equipment; Use of property, facility, and equipment",https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Vendor,vendor,vendor,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SectorPartner
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VerticalPriceFixing,vertical price fixing,vertical price fixing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PriceFixing
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ViolationOfForeignTradeLaw,violation of foreign trade law,violation of foreign trade law,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Smuggling
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VirtualCoinScam,virtual coin deception,virtual coin deception,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialTransactionExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VirtualUniversity,virtual university,virtual university,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VisaFraud,visa fraud,visa fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VoterImpersonation,voter impersonation,voter impersonation,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VoterRegistrationFraud,unqualified voter registration fraud,unqualified voter registration fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VoterSuppression,voter suppression,voter suppression,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VulnerabilityScanning,vulnerability scanning,vulnerability scanning,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/WangiriFraud,Wangiri fraud,Wangiri fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TelecommunicationsExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/WardOfTheState,ward of the state,ward of the state,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Minor
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Wardriving,war driving,war driving,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
